email,hw-01a,hw-01b,hw-02,hw-03,hw-04,hw-05,hw-06,hw-piperider,project-01,project-02,total
,,,,,,,,,,,
f4d8ea9549ada13483c122cb792d176672040681,9.0,2.0,14.0,15.0,13.0,14.0,10.0,7.0,53.0,0.0,137.0
727988f8a5004b1cbdd7e17990fe96553f41be05,8.0,2.0,13.0,14.0,13.0,14.0,8.0,7.0,0.0,55.0,134.0
ce7184efd2ca8b68b956a1a996a7f335d20eeefd,8.0,2.0,14.0,15.0,13.0,14.0,10.0,0.0,0.0,55.0,131.0
636d3fa0090cfd4b22aeb4f3e7fe431274a2d6e8,14.0,2.0,14.0,14.0,13.0,14.0,10.0,0.0,0.0,48.0,129.0
f195960cbe1c5d7123005c36a4f8cbd9315e4a23,7.0,2.0,14.0,15.0,13.0,14.0,0.0,7.0,0.0,54.0,126.0
1eb5e0f2ada39d3b764a6e63d1915b3cfddffb83,8.0,2.0,8.0,8.0,7.0,8.0,3.0,0.0,39.0,37.0,120.0
3b4f201e6a1c3b2566008c66556608cb9a32e7c8,7.0,2.0,12.0,15.0,12.0,14.0,0.0,0.0,0.0,52.0,114.0
8f7803c2429475be44bf39e5f3b89b6fede17240,8.0,2.0,8.0,8.0,7.0,8.0,3.0,0.0,35.0,34.0,113.0
e5dc14bef66a24181f85f6e2399005c75842e01e,8.0,0.0,13.0,13.0,10.0,14.0,3.0,7.0,44.0,0.0,112.0
acefbcffee893a9f9aac392088ec27845ab84322,9.0,2.0,11.0,11.0,10.0,11.0,5.0,6.0,47.0,0.0,112.0
dfb7f9d02fd37ab31357dc9953360e0cf3baf8a6,7.0,1.0,8.0,10.0,8.0,12.0,7.0,5.0,40.0,0.0,98.0
6efd52c58c08b54cc5c8d24ee177b900ed5e9860,6.0,2.0,10.0,11.0,11.0,13.0,9.0,0.0,36.0,0.0,98.0
d2c581083d5f0d84b6312e613f84c8d2b60c944c,6.0,1.0,7.0,9.0,7.0,8.0,9.0,0.0,46.0,0.0,93.0
ff752c71673fba28347e705cc17edabfeac3fec9,0.0,0.0,7.0,11.0,12.0,13.0,8.0,6.0,0.0,35.0,92.0
0ac2b48ea91ec555b3a53887a6237b0acaad7b90,5.0,0.0,6.0,5.0,5.0,6.0,2.0,0.0,27.0,35.0,91.0
37ee242cc0136ec47502c8e5af75086a2e9a239b,8.0,2.0,8.0,9.0,7.0,8.0,4.0,5.0,39.0,0.0,90.0
b180b6728137ad17acca059b09351126c10e48e4,6.0,1.0,10.0,8.0,9.0,8.0,1.0,0.0,42.0,0.0,85.0
a0d7986399040bf82c865a13081e0fb87cd11ca1,8.0,2.0,13.0,15.0,13.0,14.0,11.0,7.0,0.0,0.0,83.0
3dd622575278dc0c0bc69633204769873127df43,7.0,2.0,9.0,9.0,8.0,8.0,3.0,3.0,0.0,34.0,83.0
8d83a4576392cf1a2452c4b9f6ffae8b47a7eb2a,7.0,2.0,7.0,8.0,7.0,7.0,5.0,4.0,35.0,0.0,82.0
2c03147686d3670e5a5769514edb070ce0d11bca,9.0,1.0,8.0,9.0,7.0,8.0,3.0,0.0,37.0,0.0,82.0
5a6723f02fd571b03134b6285c163c8ea61be0c2,8.0,2.0,6.0,7.0,5.0,6.0,0.0,0.0,17.0,30.0,81.0
d4e8942672831760bfc9b6bbf3c03503d3d27a31,6.0,2.0,8.0,8.0,7.0,9.0,1.0,0.0,0.0,39.0,80.0
b7f0de0abc18688fbe66987150815b5479d833b9,7.0,2.0,7.0,9.0,5.0,8.0,5.0,0.0,0.0,37.0,80.0
40d118c54729fae7ebe0a435275b29016d6466e2,7.0,2.0,8.0,10.0,8.0,9.0,3.0,0.0,33.0,0.0,80.0
b184fdb2324b73c04b78379e31221b2a5cc0544a,7.0,1.0,9.0,9.0,7.0,8.0,7.0,0.0,31.0,0.0,79.0
615482d0f6efd840d7788756caeb1237486dcd4e,7.0,2.0,7.0,7.0,7.0,7.0,4.0,0.0,0.0,38.0,79.0
12f101a34e32fc4e76040ad0be477392035c43cb,7.0,2.0,7.0,8.0,6.0,7.0,3.0,0.0,39.0,0.0,79.0
b5d4cde2160818cc9e1e0e1dddb11806a030c9bb,7.0,2.0,8.0,8.0,7.0,7.0,3.0,0.0,36.0,0.0,78.0
88f4369efa78b1998caafefb8f20bd471fe1f247,8.0,2.0,6.0,8.0,5.0,8.0,3.0,2.0,0.0,36.0,78.0
fbd7c94e3b9ad8a87aeac6839d98fb1de8e53a6e,13.0,2.0,13.0,15.0,13.0,14.0,7.0,0.0,0.0,0.0,77.0
f4bda9b645bae336697691c0c20820d10f0e78a3,6.0,1.0,7.0,8.0,6.0,6.0,4.0,3.0,35.0,0.0,76.0
e1d296199e03e910558f2ffe1a346d237203bd4b,7.0,2.0,7.0,8.0,6.0,7.0,4.0,0.0,0.0,35.0,76.0
e5aa496257a2d86cd19775d6348218f523d0edcf,5.0,2.0,7.0,7.0,6.0,7.0,2.0,0.0,39.0,0.0,75.0
a20fdb7b2c001ac9cf14de72f7b388b2df82d132,7.0,2.0,8.0,8.0,0.0,7.0,3.0,5.0,0.0,35.0,75.0
94c2eee7b8c4c8f1a7990fd68cea4db19e4a2d5c,8.0,2.0,8.0,8.0,6.0,8.0,0.0,0.0,35.0,0.0,75.0
63a38f627c2a07915a4d2ac4be0e04aec5fa6244,7.0,2.0,6.0,8.0,6.0,7.0,2.0,0.0,37.0,0.0,75.0
b62cbf5ce3d5a2abc08526e7c30f738ab756a539,7.0,1.0,8.0,9.0,7.0,8.0,2.0,0.0,32.0,0.0,74.0
7e188d6b8be7dd9e5e587968802a527f206772d4,6.0,2.0,7.0,6.0,6.0,7.0,3.0,0.0,37.0,0.0,74.0
3cf547ec7e26305be0460ffe5438ca82a86fbb6e,7.0,2.0,7.0,7.0,6.0,7.0,0.0,0.0,38.0,0.0,74.0
2656fe31b339288ac8ab955afb68c99c7c7ff411,7.0,2.0,7.0,8.0,6.0,7.0,3.0,0.0,34.0,0.0,74.0
e221600fcf3e6b662fb50cf97d71e4ab34ff07ca,7.0,1.0,7.0,8.0,6.0,7.0,3.0,0.0,34.0,0.0,73.0
a3f4cee8f3698c28a18e4dabfb01b4c9fc35d3ef,6.0,1.0,7.0,8.0,6.0,7.0,0.0,4.0,34.0,0.0,73.0
9f1000a7780bd9ab99b76dcbda4f8867ec293ba9,7.0,1.0,6.0,7.0,5.0,7.0,5.0,0.0,35.0,0.0,73.0
4f0aef03e57ae8092ade0caba8dd9f3347827983,7.0,2.0,7.0,8.0,6.0,7.0,0.0,0.0,36.0,0.0,73.0
0e128afdb5ba48c479cb72d26574064129cfa239,6.0,2.0,8.0,8.0,5.0,8.0,3.0,0.0,33.0,0.0,73.0
08afe7c4abef321c2f6b56f308057de1e9935d48,7.0,1.0,7.0,7.0,5.0,7.0,2.0,3.0,34.0,0.0,73.0
8212a834c6d334576a2f9bf6b769e354c2a3bf4a,8.0,2.0,8.0,7.0,5.0,6.0,0.0,0.0,0.0,36.0,72.0
6a40f4caa9ee5677c5e39854eccf7fd413bd0579,7.0,2.0,7.0,8.0,6.0,7.0,5.0,0.0,0.0,30.0,72.0
3fd8023f4997e99ab567cde71568be812e16198a,6.0,1.0,6.0,6.0,5.0,5.0,3.0,3.0,0.0,37.0,72.0
083886ec72f4de0839bcbe1902cc3f1bd82d19c7,7.0,2.0,7.0,7.0,5.0,8.0,2.0,0.0,34.0,0.0,72.0
edc4ab4ba8a4797eb23b59c7867214ad27def783,6.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,46.0,0.0,71.0
c7ab5e9ef3f1c435394f5b00fbc0bf711eaa4161,6.0,1.0,6.0,7.0,5.0,6.0,2.0,3.0,35.0,0.0,71.0
95b11d856bde7bed1fae0bbcb51f31425f582970,7.0,2.0,9.0,10.0,8.0,0.0,0.0,0.0,0.0,35.0,71.0
9131cd9a26c57fe56d52106040bac361e0841af0,8.0,2.0,7.0,8.0,5.0,6.0,0.0,0.0,0.0,35.0,71.0
87d1019f6cbb97cf5c523159b53fc2e2c9bf0665,7.0,2.0,7.0,8.0,3.0,7.0,2.0,0.0,0.0,35.0,71.0
49ef6959eae65ce2cc6aa584f8ee6145c36dd1ce,6.0,1.0,6.0,7.0,5.0,6.0,2.0,3.0,35.0,0.0,71.0
21f32d7cc911a730d4154142f2b8ed7e7dc75c30,7.0,2.0,7.0,8.0,6.0,6.0,5.0,0.0,0.0,30.0,71.0
efad5ebe2d041459809540ca27558b40a69d282b,6.0,2.0,6.0,7.0,5.0,6.0,3.0,0.0,0.0,35.0,70.0
d5f4ecef26257503a87edca286049c50e2435679,7.0,1.0,7.0,8.0,6.0,7.0,0.0,0.0,34.0,0.0,70.0
d27bf500dfebabc789418dd48720574cdba18912,6.0,1.0,6.0,7.0,5.0,6.0,4.0,0.0,35.0,0.0,70.0
bf8a778f079569540add58b2496b296af67f012e,6.0,2.0,7.0,8.0,5.0,7.0,3.0,0.0,0.0,32.0,70.0
ba9ce29359714ef007371d3c4c8cf80b1802f136,7.0,2.0,7.0,9.0,7.0,8.0,0.0,0.0,0.0,30.0,70.0
9b0856c626727337ef40298ac00024d60deb63fd,6.0,0.0,7.0,7.0,5.0,6.0,4.0,0.0,35.0,0.0,70.0
33fc9f10885d18ffab7850a9c622a3601eb1022f,7.0,2.0,7.0,8.0,6.0,7.0,3.0,0.0,0.0,30.0,70.0
1a2cddc803b39d8cb4194854d85cd54f7940ccac,6.0,2.0,7.0,6.0,7.0,6.0,0.0,0.0,36.0,0.0,70.0
b86d6092e3fabf48397845af1b3a87d7427552ae,7.0,1.0,6.0,7.0,5.0,6.0,2.0,0.0,35.0,0.0,69.0
8263eef22abb777f33288883749144a6802cd587,7.0,2.0,6.0,7.0,4.0,6.0,2.0,0.0,35.0,0.0,69.0
5821eab389ba8b2fa645d78b00b885985b42650f,6.0,2.0,7.0,8.0,6.0,7.0,0.0,0.0,0.0,33.0,69.0
16ab24c6ad9344169f9ae1ab8a874ce84722194a,6.0,1.0,6.0,7.0,4.0,6.0,1.0,3.0,35.0,0.0,69.0
06b91fe2a3e5285f00905632cce9ce4e403706c9,6.0,1.0,7.0,7.0,5.0,6.0,4.0,0.0,0.0,33.0,69.0
fe88e5615d3f891f11378da8840b7b7eeca72a6e,6.0,1.0,6.0,7.0,5.0,6.0,3.0,0.0,34.0,0.0,68.0
96c2b04dcd0c52e751548116662f0ad633b24d05,6.0,1.0,6.0,7.0,5.0,6.0,2.0,0.0,0.0,35.0,68.0
7a9c4843b864186b0fecd33b5aa20d868b254151,6.0,1.0,7.0,8.0,5.0,6.0,1.0,0.0,0.0,34.0,68.0
5c0cda3061edb4312b3ec339784e32a1fda176a0,7.0,2.0,14.0,13.0,13.0,13.0,0.0,6.0,0.0,0.0,68.0
1cc979990e18c9295ac99bfba9d0a286fb6e88ae,6.0,1.0,6.0,7.0,5.0,6.0,4.0,0.0,0.0,33.0,68.0
066286802cfa8296bf20a6ddb91316554594dcec,6.0,1.0,6.0,7.0,5.0,6.0,1.0,0.0,0.0,36.0,68.0
eb2bbc1450b8c9ef48faaa406fc901a1fc36199d,5.0,1.0,6.0,7.0,5.0,6.0,1.0,0.0,36.0,0.0,67.0
c7511f0c88b62a7b46cd58abf71334f7b0cd3906,8.0,2.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,37.0,67.0
8f25870b2571cfd073f0f23cea43d90f33363a52,5.0,1.0,6.0,7.0,5.0,6.0,2.0,0.0,0.0,35.0,67.0
69a9a47ebbb38c8e927c232e459eae2e53f2b38c,6.0,0.0,6.0,7.0,5.0,5.0,0.0,3.0,35.0,0.0,67.0
61cd303727fa624f59bc52f0ba4f1fb19ceaa840,7.0,1.0,7.0,8.0,4.0,5.0,2.0,4.0,0.0,29.0,67.0
5559dd3677d7dbcc5d5e5525487c67ff322a2936,7.0,2.0,7.0,8.0,6.0,7.0,0.0,0.0,30.0,0.0,67.0
0e55e54e83d5387ffebf46661e050f757daa1b3e,6.0,1.0,6.0,6.0,5.0,6.0,1.0,3.0,0.0,33.0,67.0
acac61ea0077b8f63bd866816db28f757559d442,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,66.0
95973cd6c47742b3d2537cdb2299ad2d4a769971,6.0,1.0,6.0,7.0,5.0,6.0,3.0,0.0,0.0,32.0,66.0
4c6170801a71f799b11957cc57343187cfd66e48,5.0,1.0,6.0,7.0,5.0,6.0,1.0,0.0,35.0,0.0,66.0
384dd00dd53c5fa77641c7dcee34981f021b35a1,7.0,2.0,6.0,7.0,4.0,6.0,0.0,3.0,31.0,0.0,66.0
285a4b398445d5840904555c6cf19218760fd761,6.0,1.0,6.0,6.0,5.0,6.0,0.0,0.0,36.0,0.0,66.0
16aea08464754dae66e1dbb1b70e1fcfd79b42a1,6.0,1.0,6.0,7.0,5.0,6.0,3.0,0.0,0.0,32.0,66.0
e9079f5211f675c72e44a0937b3494e3c8757246,5.0,1.0,6.0,7.0,5.0,6.0,0.0,0.0,0.0,35.0,65.0
b7d59ab9e2200049c876fd5c6bbadf67bf1b81f7,5.0,1.0,6.0,7.0,5.0,6.0,0.0,0.0,35.0,0.0,65.0
9ddb5fabae7f004444bc3268d8b18098736a46ac,6.0,1.0,6.0,7.0,3.0,6.0,0.0,0.0,0.0,36.0,65.0
9c7f31eb19bf3cca2704d34bfe49a1a2b93c9520,6.0,1.0,6.0,6.0,5.0,6.0,0.0,0.0,35.0,0.0,65.0
79aca85dde7db91509293e0ee92f483fd9075f0d,6.0,1.0,7.0,7.0,5.0,6.0,2.0,0.0,0.0,31.0,65.0
73a6356db72fa4f00633911a096d34c3df031ce0,7.0,2.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,36.0,65.0
5d0c35c5be5ea552f992a95d3a81146505c805e8,6.0,1.0,6.0,6.0,5.0,6.0,0.0,0.0,35.0,0.0,65.0
57e1d0cefcf91f5a5186f347dc6fd4fc4629a578,6.0,1.0,6.0,7.0,5.0,6.0,1.0,0.0,33.0,0.0,65.0
299a703f95054510e0a09d1e7ba1db6615502f7a,6.0,0.0,6.0,7.0,5.0,6.0,2.0,0.0,0.0,33.0,65.0
edeb1ca05c3ff047e92d8eeef5f367a9a1cf4af0,6.0,1.0,6.0,7.0,5.0,6.0,0.0,0.0,0.0,33.0,64.0
ba7ac3cb3defb32736bcbb6795ff287ca6cf6175,6.0,1.0,8.0,7.0,0.0,6.0,2.0,0.0,0.0,34.0,64.0
b0c70b6063afa75c02e2f37b259993b74b0d9e3d,7.0,1.0,7.0,8.0,0.0,6.0,0.0,0.0,35.0,0.0,64.0
aee20bcd299e21285f74f7b5f9a6d45ff12dd6ad,6.0,1.0,5.0,6.0,5.0,7.0,3.0,0.0,31.0,0.0,64.0
986ec48ebffd23b019de155631d7b512084a4e6c,6.0,0.0,4.0,6.0,5.0,6.0,0.0,0.0,0.0,37.0,64.0
85a26c712f9ab06fc0fcd58fe4898a8960eab928,6.0,1.0,7.0,7.0,2.0,6.0,0.0,0.0,35.0,0.0,64.0
61057b0854c8300014c5c91f933c0c44e0368cda,6.0,0.0,6.0,7.0,5.0,5.0,2.0,0.0,33.0,0.0,64.0
3b6328d75f688ddccbf30b84b6ce61ad2e437ac5,5.0,1.0,6.0,7.0,5.0,6.0,1.0,0.0,33.0,0.0,64.0
24c6c3fab503c7f1bd35fdbe1bf0a1b6ac4a1983,8.0,1.0,7.0,5.0,7.0,0.0,0.0,1.0,0.0,35.0,64.0
e453d0a66db617b72b7b543672a55dfb6527a096,7.0,1.0,7.0,7.0,5.0,6.0,0.0,0.0,0.0,30.0,63.0
e12eb9a5b04b2603ca55e7622dd1860760ef1885,7.0,2.0,8.0,8.0,6.0,0.0,0.0,0.0,32.0,0.0,63.0
84dbfa0982e1ac3562abf62038ed2a70be6a060a,7.0,1.0,6.0,7.0,3.0,6.0,0.0,0.0,33.0,0.0,63.0
81ab574038345df801bd14dc96722f87daabcfe9,7.0,2.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,34.0,63.0
6d1e25e3c55981cd9264b1a5cf2c7eb5f3173d68,5.0,1.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,32.0,63.0
cc85604e55c34bbee345968137e6f722aabeca96,3.0,1.0,4.0,7.0,4.0,6.0,0.0,0.0,37.0,0.0,62.0
af9987acc1dd1a43512a327131f0a0bf8ed73c54,6.0,1.0,6.0,7.0,4.0,6.0,0.0,0.0,32.0,0.0,62.0
a9a61c3f132a1c35395f9a9603ebf3444ab3b0f9,6.0,0.0,7.0,7.0,3.0,7.0,0.0,0.0,0.0,32.0,62.0
9dacab9fd3a0309f073f6d11c315c39a967eb2eb,6.0,0.0,4.0,7.0,1.0,6.0,0.0,3.0,35.0,0.0,62.0
8e618e24da7422642f217ffaf8fa25a7dfab8ad6,7.0,1.0,7.0,8.0,13.0,14.0,12.0,0.0,0.0,0.0,62.0
71a9af3f32aaaa8c7d0223b6531e4dd634d2b6e0,6.0,1.0,6.0,7.0,5.0,6.0,0.0,0.0,31.0,0.0,62.0
6bc8e7d737e5edf5c2f503ea81f66f2033dbe670,6.0,1.0,6.0,7.0,5.0,6.0,3.0,0.0,0.0,28.0,62.0
54d6989da2272b8539a54d15bb9fbfc257113d33,7.0,2.0,7.0,8.0,0.0,8.0,0.0,0.0,0.0,30.0,62.0
41e4918881ef4a4ca5548d740172f7c9c192c7f3,7.0,2.0,7.0,8.0,2.0,4.0,2.0,0.0,30.0,0.0,62.0
27112d216a98f6393e6e0243a507458c3eda6fcf,5.0,1.0,7.0,6.0,5.0,6.0,0.0,0.0,0.0,32.0,62.0
22f539b6d94bd7721fd57f28cdedcbe8ee8034da,6.0,1.0,7.0,8.0,6.0,7.0,1.0,0.0,26.0,0.0,62.0
113fcb0fa5ecca6606c3c266d9061a1254b1cd7a,5.0,1.0,6.0,6.0,5.0,6.0,2.0,0.0,31.0,0.0,62.0
f98acb695689096fa611c7540d100a1e0edb19e6,5.0,1.0,7.0,6.0,0.0,6.0,0.0,0.0,0.0,36.0,61.0
dc863270a8a9be9bc48a79fd50742dc8b99337bb,6.0,0.0,6.0,6.0,4.0,6.0,0.0,0.0,0.0,33.0,61.0
ae8356b7a603a635dadd8450f5368e91ee38946e,7.0,2.0,7.0,8.0,0.0,7.0,0.0,0.0,0.0,30.0,61.0
a400d69bf93fc00020d0e31f1ebade00fb9679d7,6.0,1.0,6.0,7.0,5.0,6.0,2.0,0.0,28.0,0.0,61.0
69bb291089a6f84e2bc4cf0f42812bff07b27451,8.0,2.0,14.0,15.0,12.0,0.0,10.0,0.0,0.0,0.0,61.0
3b209cb4eef515f980421f011cc4e0caabae4e55,0.0,0.0,7.0,6.0,5.0,6.0,0.0,3.0,34.0,0.0,61.0
14d1e00bc2ade81e6de3c0200aeb9e51a4917bf6,7.0,2.0,5.0,6.0,2.0,6.0,0.0,0.0,33.0,0.0,61.0
f0e54607edc30810459bcfd5c95c3623cd2ea4b6,6.0,1.0,6.0,7.0,3.0,6.0,0.0,0.0,0.0,31.0,60.0
cbfa322d555de1bde5f140164183d5348c62e6ae,8.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,35.0,0.0,60.0
a4867307d2b8d3ccaa318f3cd4651aca50cb55d5,6.0,1.0,6.0,7.0,5.0,6.0,1.0,0.0,0.0,28.0,60.0
a210642a4b9a5f67999dd7e5d97fab82a66b7f29,0.0,0.0,6.0,7.0,5.0,6.0,3.0,3.0,0.0,30.0,60.0
a181e8d4aba784250b215ec0e0bc7670a8bb91c1,6.0,1.0,0.0,7.0,5.0,6.0,2.0,0.0,33.0,0.0,60.0
6fba797643b5c1329a2e2920fa3e32801377d5ec,6.0,0.0,6.0,7.0,5.0,6.0,0.0,0.0,0.0,30.0,60.0
5a03d11b6b966105ba2fd0b56d91d90506671adc,6.0,1.0,6.0,7.0,5.0,6.0,0.0,0.0,29.0,0.0,60.0
59b5a0ab1ba8064b77e4fc78a8337031519921b6,6.0,1.0,6.0,6.0,5.0,6.0,3.0,0.0,0.0,27.0,60.0
22d1adc611b52926ec09509e69e17a267262ac2d,6.0,1.0,6.0,7.0,5.0,6.0,2.0,0.0,27.0,0.0,60.0
1193feeb512d3661238534c10e57a1529131d2af,6.0,1.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,35.0,60.0
b096698a22a49e438e5a6111496c57715244114f,6.0,1.0,6.0,6.0,4.0,6.0,1.0,0.0,29.0,0.0,59.0
aa92834ac421ebb5d450fada441b589a3b33c364,7.0,0.0,5.0,8.0,0.0,0.0,2.0,0.0,37.0,0.0,59.0
7dfb019bc41ef96895ac33e047181db65a2978df,5.0,0.0,6.0,5.0,5.0,6.0,1.0,0.0,0.0,31.0,59.0
6cec3a0f4a6c4466c724fd0a3be3acfe4f839cec,6.0,1.0,6.0,7.0,5.0,6.0,2.0,3.0,23.0,0.0,59.0
38481d20bd50485e4807c3835979b94c374a0069,6.0,0.0,7.0,7.0,0.0,6.0,0.0,0.0,33.0,0.0,59.0
ef1c653e7c6af58a4c7e09dece7633bb73b5db27,7.0,2.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,35.0,58.0
d7d737680cb715a4fc0db2959913d561973793ad,6.0,1.0,6.0,7.0,5.0,6.0,0.0,0.0,27.0,0.0,58.0
b152ab2c41019e6c0893b3d35913ed8fdabe6b77,7.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,35.0,58.0
22083e1df1562815cbadba0995504692f207556e,0.0,0.0,6.0,6.0,5.0,6.0,2.0,0.0,0.0,33.0,58.0
1fb661fe4aedc89c031c488a041b0a809bac7642,5.0,1.0,3.0,7.0,5.0,6.0,0.0,0.0,31.0,0.0,58.0
1dd2d9013b7d61d39e321468c484466786c5f881,7.0,1.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,37.0,58.0
fb40292c3b515729872a6a477880e8058ce86f8e,7.0,2.0,4.0,6.0,4.0,6.0,0.0,0.0,28.0,0.0,57.0
935390c7bdb00d40c4fe9331e68ffe1617e239e8,6.0,1.0,6.0,6.0,5.0,6.0,0.0,0.0,27.0,0.0,57.0
904bc356e11eb6cd742083145601ccb320d3bb55,6.0,1.0,6.0,7.0,6.0,7.0,0.0,0.0,0.0,24.0,57.0
