email,hw-01a,hw-01b,hw-02,hw-03,hw-04,hw-05,hw-06,hw-piperider,project-01,project-02,total
81876e9ad376a195d1d71984c1e899e628b19cc4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
805e4e58181fc19bb0a667daef08a1ff9f0e58b8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
7fc811a76eb3a7fdf05b327f1411df8478426c62,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
7abdddbaaa0a73f0608d14fcea2994d3049d7edf,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
7a6ee43390e0f3ce68c72e5ff92dc749c6aac628,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
79c3d3166a711b4af4f49a3ec0f128d83da3431d,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
78fa9080500013348f41bea48123bac388352947,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
73c3134cecd37a1849bc5cbb82243d8c328086e5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
6edba0cd1d9ca5f90037552bfb818500fa749f52,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
6e9f4264e9ed7cb60394c0e433f486207d084818,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
69e8a95fe66d9a3c3ce641392e99fcb9873a0e1f,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
68cd0500dd53a874f43ce3539e8637cd8574d094,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
61c2eb703b8d649b3e8192cba28373194a0854c3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
606011082e53e3b6aa4b30c4594f8fd115d739ff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
5f927273b94b156122db9cc0f863a0de74e9e3c6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
5af2890a5afc92131bc0101eea5a616838b93881,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
5a5323aaa898e5f94eae12f6e021a2c5264cb105,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
5a41c603765d2c5ec9b6e76079d9416cf635557f,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
57121c27a1e1335b46d3e26cea4908564aafaf7b,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
49dbc681ed6b091287f1a26fe42418c23e896731,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
42da8bf8fb8de5fe827e094e494415b8f552055c,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
42a9650569481c26128c078bcfbee83d1def1dba,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
3f2df042e28018abe5b6d6afdd898d87e0fc5701,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
3f2546343994b2fa260728a3a4dfef2e119df46e,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
3e9a6206073cef24ee1300fefb10eb50317cfcfb,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
3cf16ee2328eb831ee3a684361db1f59c658173b,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
3c7e20d970d31f9e36aacf2908b57e4f2b54cc13,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
3560d16bd1a079363d1f974ef005e3018f89ebf1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
351306555c1aa4127095002ba63e9638cf169b0a,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0
28c2af53768acc9dab496f836e5e703b323e5a5c,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
28b0b7def9bd4b31f0855db2ca18a2a9c7ac6678,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2890d22801757557874baa597d72f9a01055ca08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
286a31062ca2467080d6d684bb9eb497eed120b0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2176f1604f715f01d75442b756c2659a14048933,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
21216bf640ee1f9eebed9c3ae4de49e4889c1b94,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
194d2e20fb7866f0befdaf060726bea36a4c3052,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
192e016d1de25f51c9d132b0db76ea4b541d747d,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
13557392d84043766d3739b4c0cbc7727db8ee08,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0ed2b178acb64cd1f77b570e3146ba2fe1dcf249,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0d658baacb5b105cc8bc3226757c104a4e9076a0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
08ca5ad8401ad5bf84707424ecbaad82b4b059f5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
07d9c13df777fd2b29d3a98f4966227f04f0442f,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
050533f3e961ea8f469e7fb0d4d0297fd7a91ae5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
036ddbf041bee3e5bdfcd783701c16ba1f75ccef,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
02bb6b054f5209e707c76d324d4ff6784edc7773,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
fead229a6dafda26c5d306a59e02c524b8793194,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
f8997e08fb19c9897f47ab98919f3e2789053ef8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
f4585b6a6040bd426fdf4f5dca06d2c1e3f283a1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
ec69d4fa9686654c600ab0061b5802d9ac9f71a5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
e8607941f4c746ee763206e22ad45620dd0d46e3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
e85c9e962425936b5b4b0f94254043e245fa54fb,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
e2d44f9ae4816ffd3da47554dae8f6659ab2fc05,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
e10cffb5c8b6581263bc305ce88936cd15335439,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
e0a97885636b498d800731d72b6198bd794af10a,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
df0cea034969e2cf7a25c332b6e408258a288fed,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
d91ebd9240038dba559f1140e19ab89a024e69f8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
cdcc2d59fc0e892e2295f161024731f55feab7ec,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
cd196bb41a0769ea4ec1307ba566cf4a94dcff59,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
cb7f251bfe611f007bb99d3990fc0387807a2610,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
bd11baf4d03e3fef0cb8aa2eda88411662cd8c57,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
bb3b501a79010a09a3ff42b71e9eb6122b14de94,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
baa3f43f95f5b5dbcfc082e7e311b06d46e1c70e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
b30c4a23af8f05f742e5efe758bc35dc80e8a515,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
b1b426d741393c80ebd01deba6d54c23c83f006b,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
a75ccf15ef1e4e6ca7a4a1a97d79e8d3e30eadfe,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
93f90b1ccd64cc1d50d967edb21673229bd8b62b,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
92779c9246d88d40655636d77308504faabc89ad,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
91da661495c7f1f556d7689b826aeae46883ceaf,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
89ca195bf5937acd5566ef1562630baddf8944e8,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
8343deabc7fb0130d20730fdc31e0fc67257de7c,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
7bc344e392795065e15379704a5d4eccc5825bb1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
769d7b4a93978e020558c753bc8403b755ad5a0c,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
75e3f5fe4e022a4fa1db39c5916ce2966c4a2b7e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
6a7daa38e36c12fb35729de25976e1e10e2ed1d6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0
65913632e213b1bd2ba2a827eebffb29e98bfdab,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
586c13910404ccf290f919aa64babff6a4e6ef19,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
51f6e9654ec7058ddde6d1dc74bb262e125365e1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
4b4ef280a31f99b677b66f1fc0e5eafaaf423aeb,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
4a7ff29560f57cd7a7aa7768dea0ace890d49f7b,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
49d074577bd2da42c96a9e0db56789540b392fbc,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
38712ad0af3d03475215c2dbd38bcf2ec1b59077,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
37474e4cb83e19f4332990a206bbae4929de4bc1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
358facc3c7773c905e09ef1f1c1d6bd8df618d80,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
33b7cd724b9bffdd757c77b393b643e931f8e27f,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2fb6956b067a67daa075c95613d51f2cb31f0864,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2cb6a4b5e2144a06f7f9d7d90556b5e34fb31f3d,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2a09038d79e22eeb8e2d3dc8436e992fe6380b99,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2733799243004cfee71ce484a24fde7b027c72ef,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1fbd29a658dcd6173e11808fd2523fa8e3b6cc63,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0e9365b880cba0e7d2c16b4ca3743309881ab560,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
05a863d0b3bcde76301436daee2fe06a8a59054d,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
023603471e61840046d8b948d0b2f4c597875311,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
014c1a4045ff1e8c105d089e6573d02dd34c36f5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
013093959eccc91159c1ffd8cc21195c13bd1a2d,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
f6ef2363cdd4a81a56aeb157ea88b488b30d3ddb,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
eb0c14c3dba56f447f64811bfc0ff933d1c1d25c,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
e53862af9072a59171903d467b983a0b5b664cde,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
e42765a2236e439036c37f577a4881ca9192002d,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
df6946fcce8d1c84d953543520e77cb28a7844e3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
da838c66d26f54e100b6561d1ffd91bace0a3fc2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
da495d8effcfbbbbfdab3eed9794109aa4af02f6,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
d8822514b76b232384d6d692ee4ad11f1092dcd6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
cf1ac359d9394576c573c238cf9fa645733509e8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
c74f1075e7cb4c8118cb61c1c815c91eb3f470e5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
bae4a52ff5171a4ce33be3d69bebeb6ace7385bb,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
a59ff0b93e8f57c32652e326ae2d93d1784062e7,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
a4e180e1351f44178364e193b074d5cc1c9ae4e8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
930e147b44e9b5426a05e0aeb6edfdc4258c39ed,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
8a562a1379c690d49ef149384a8219364b0d9fd2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
87c8427089aba45921907a162f8887e0b8c543db,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
874cae3e7d132856b0a44280a7b81ec57e92c0c5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
71a918f529919eb3dde71628448ff1eaf1151aef,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
6c66d917e50321efba49264651e6cc9832ce8089,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
5edd0561af3b877cb999a396692c9200ee8ed88d,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
5d371959610fd841385226d5f50a13f207584f37,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
45ee6f7c40e3e326f8c309258b0bfff4469e7a93,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
22ef6d02e3c995483f45aa0f2d7af22ade7334a1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1695623541023aa155f7482f12dc11efc3dea496,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0ada6a94ce046463216af9583bb920ec5aac0828,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
dfe156fde57922c1177aca9d38ce358310d1c281,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
ba4bda22ad9839145eeda7d2f7516fe2c72b97f7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8288ba7e235dc23f33bba19a40d8d2a3de167f65,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
6c8aae01992b163a463c52df0c1f4073da291053,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
44ef85f0758b8d63a679007a5e3047e2d2dae6b5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2efb18dc807da834ed1ebffe1e3d766db2405755,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
e1afcd894eac4840b4899956fd04d192efad122d,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
e0d791e42609daa4f47ca6080896381fdb734a47,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
c848ba2c817ff95d67c7a33f3a4abca343a000d4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
c4a2028b2cd3ae3c40642f48ad68706aeeb5f205,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
c0853e6a76441b2862d340548672d2e144a35af4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ac99d28153c21cbb4fb3d62f0f989eded9f57b15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
aaeef5d8a115129994a2a4732165b3d7b82eb98d,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9d70bf2f3596c4e15537cc53805a70f29c68c5d4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
17c570537fd5a3b0ff3b30294a5e4411e981f43f,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ee15b4e7266eefd86b6b18a8b63eac8225010e9e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bb380f945b2717b7b9503a1cb063913195e3e205,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9605cef8390c3689c6af0669e379136060a1d8fb,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
537ce81fba20f8835d543d089ed8b9df8b96813c,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
508579387187ac4c7d6dca3f3fc543a7778e1d0c,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4ada7e0af8b507803eb5f3dd26617c835dc69fc9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3d842f64d264b0f8258d37186b978d2ccd3a3ff7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2cb0c1325abb8550f21d20544e32e157c70bedb6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
008274d6b33e0033c9ded1fdd98108bb509560d6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
001af7958f17b97961ea90fd53eec78595b57b46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fc4080cabbee99ebd861427d01ed08433a0c660b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f83bb03c2b84d2ac2948402b0097ace58e04e07e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f3e75590774de37b6bc309a33dff1a5ab0c422c9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e65afda6fa35e351a2527dd27383ca4c8053f778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e18b620091caf23b77e33377b3392390d80b932b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d6048d36bde1a05222143099b2d2b3357f683b05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c7be490dd1c90f107a32f798223d38703871d0e5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3fbdf9220a1889743ce5b8587ddad0c177e914a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a3d4bf460d4344c0929d4773d686690a0f2fa652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78ebd35c6b0f04bb29c214dbcf324e2867e17aa4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7242017735bd07c5b55d43c59c0e2dcd7ae8cc25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6d47009f5eae2df80f079a8a18aed4a6cfe8a4ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5b9d7d11438e2fb0c8a317a4d52657336318d14f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423b1444391a5af1f3305e8d64cb46ba4b063e9d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3bfbb85aba731d2eca34ad42a852f177348b9a37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312b3971218e5005b167ba60be924500cc084f00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20abc9843cc348b25201a55fa9f10f9fbb115ff0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b390cd54a0c0d4f27fa7adf23e3c45536e9f37c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17d80697bcc7a9f8cd9638dc9b5bda9f4f45a49d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05b6e3276343df432b02828c3ee4aca6edab0a23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
